instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,instrument_category
5740289,22423,TOTAL,TOTAL TRANSPORT SYS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5741569,22428,MAXIND,MAX INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5742849,22433,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5744129,22438,68GS2060-GS,GOI LOAN  6.8% 2060,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5744641,22440,UTIBANKETF,UTIAMC - UTIBANKETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5750529,22463,EPACK,EPACK DURABLE,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5752577,22471,LAWSIKHO-ST,ADDICTIVE LEARNING TECH L,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
5753601,22475,KONSTELEC-ST,KONSTELEC ENGINEERS,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
5754113,22477,NOVAAGRI,NOVA AGRITECH,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5756929,22488,NIFITETF,UTIAMC - NIFITETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5764353,22517,FONEBOX-SM,FONEBOX RETAIL,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
5765377,22521,NIF5GETF,UTIAMC - NIF5GETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5766145,22524,NIF10GETF,UTIAMC - NIF10GETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5766913,22527,DELAPLEX-SM,DELAPLEX,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
5769473,22537,DHTL-ST,DOCMODE HEALTH TECH,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
5775361,22560,MEGATHERM-SM,MEGATHERM INDUCTION,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
5777409,22568,BLSE-BE,BLS E-SERVICES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5778177,22571,BAWEJA-SM,BAWEJA STUDIOS,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
5783553,22592,HEALTHADD,DSPAMC - HEALTHADD,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5784321,22595,HDFCPSUBK,HDFCAMC HDFCPSUBK,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5786113,22602,PFS,PTC INDIA FIN SERV,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5797121,22645,ITALIANE-SM,ITALIAN EDIBLES,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
5798145,22649,PARKHOTELS,PARKHOTELS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5799937,22656,SIGNPOST,SIGNPOST INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5801729,22663,JSFB,JANA SMALL FIN BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5803521,22670,RPTECH,RASHI PERIPHERALS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5804801,22675,CAPITALSFB,CAPITAL SMALL FIN BANK L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5806081,22680,NDRINVIT-IV,NDR INVIT TRUST,0.0,,0.0,0.01,25000,EQ,NSE,NSE,EQUITY_STOCKS
5808129,22688,ALPEXSOLAR-SM,ALPEX SOLAR,0.0,,0.0,0.05,200,EQ,NSE,NSE,EQUITY_STOCKS
5814785,22714,POLYSIL-ST,POLYSIL IRRIGATION SYST L,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
5815553,22717,ENTERO,ENTERO HEALTHCARE SOLU L,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
5816833,22722,LICNMID100,LICNAMC - LICNMID100,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5817601,22725,WTICAB-SM,WISE TRAVEL INDIA,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
5818881,22730,VSTL,VIBHOR STEEL TUBES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5821185,22739,MON100,MOTILAL OS NASDAQ100 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5828353,22767,ESCONET-ST,ESCONET TECHNOLOGIES,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
5829889,22773,INM-ST,INTERIORS & MORE,0.0,,0.0,0.05,300,EQ,NSE,NSE,EQUITY_STOCKS
5830913,22777,TCL-SM,THAAI CASTING,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
5832961,22785,ATMASTCO-SM,ATMASTCO,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
5836545,22799,DEEM-SM,DEEM ROLL TECH,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
5837569,22803,ZENITHDRUG-SM,ZENITH DRUGS,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
5842945,22824,JUNIPER,JUNIPER HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5844993,22832,SMALLCAP,MIRAEAMC - SMALLCAP,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5848577,22846,GPTHEALTH,GPT HEALTHCARE,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5862401,22900,SADHAV-ST,SADHAV SHIPPING,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
5862657,22901,GOLDCASE,ZERODHA GOLD ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5865985,22914,OWAIS-ST,OWAIS METAL & MINERAL,0.0,,0.0,0.05,100,EQ,NSE,NSE,EQUITY_STOCKS
5870081,22930,PLATIND,PLATINUM INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5873153,22942,PURVFLEXI-ST,PURV FLEXIPACK,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
5874433,22947,EXICOM,EXICOM TELE SYSTEMS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5882625,22979,MVKAGRO-ST,M.V.K. AGRO FOOD PROD,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
5882881,22980,MUKKA,MUKKA PROTEINS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5892609,23018,VR-SM,V R INFRASPACE,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
5894913,23027,LANCORHOL,LANCOR HOLDINGS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5897217,23036,INDUSINVIT-IV,INDUS INFRA TRUST,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5899009,23043,RKSWAMY,R K SWAMY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5901313,23052,SONAMAC-SM,SONA MACHINERY,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
5902337,23056,JGCHEM,J.G.CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5904897,23066,GOPAL,GOPAL SNACKS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5906945,23074,SHREEKARNI-SM,SHREE KARNI FABCOM,0.0,,0.0,0.05,150,EQ,NSE,NSE,EQUITY_STOCKS
5916929,23113,PRATHAM-SM,PRATHAM EPC PROJECTS,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
5920513,23127,SCILAL,SHIPPING CORP OF ILA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5924353,23142,PVSL,POPULAR VEHICLES N SER L,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5926401,23150,SIGNORIA-ST,SIGNORIA CREATION,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
5928705,23159,AVPINFRA-SM,AVP INFRACON,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
5933569,23178,KRYSTAL-BE,KRYSTAL INTEGRATED SER L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5934337,23181,MOSMALL250,MOTILALAMC - MOSMALL250,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5935105,23184,MOREALTY,MOTILALAMC - MOREALTY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5945345,23224,ENFUSE-SM,ENFUSE SOLUTIONS,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
5947649,23233,ENSER-ST,ENSER COMMUNICATIONS,0.0,,0.0,0.05,5000,EQ,NSE,NSE,EQUITY_STOCKS
5981953,23367,SABTNL-BE,SRI ADHIKARI BRO TELE N L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5982721,23370,VISHWAS-SM,VISHWAS AGRI SEEDS,0.0,,0.0,0.05,1600,EQ,NSE,NSE,EQUITY_STOCKS
5985793,23382,NAMAN-ST,NAMAN IN-STORE (INDIA) L,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
5986817,23386,VHLTD-BE,VICEROY HOTELS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5990657,23401,ASPIRE-ST,ASPIRE & INNOVATIVE ADV L,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
5990913,23402,SRM,SRM CONTRACTORS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
5992193,23407,LIQUIDADD,DSPAMC - LIQUIDADD,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
5992961,23410,BLUEPEBBLE-SM,BLUE PEBBLE,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
5995521,23420,TRUST-ST,TRUST FINTECH,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
6000129,23438,TAC-SM,TAC INFOSEC,0.0,,0.0,0.05,100,EQ,NSE,NSE,EQUITY_STOCKS
6001153,23442,RADIOWALLA-SM,RADIOWALLA NETWORK,0.0,,0.0,0.05,1600,EQ,NSE,NSE,EQUITY_STOCKS
6003457,23451,YASHOPTICS-SM,YASH OPTICS & LENS,0.0,,0.0,0.05,1600,EQ,NSE,NSE,EQUITY_STOCKS
6006273,23462,K2INFRA-ST,K2 INFRAGEN,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
6006529,23463,71GS2034-GS,GOI LOAN  7.1% 2034,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6007809,23468,CGRAPHICS-SM,CREATIVE GRAPHICS S IND L,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
6010369,23478,ALUWIND-ST,ALUWIND INFRA-TECH,0.0,,0.0,0.05,1500,EQ,NSE,NSE,EQUITY_STOCKS
6010881,23480,SINCLAIR,SINCLAIRS HOTELS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6012929,23488,DRSCARGO-ST,DRS CARGO MOVERS,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
6013185,23489,BHARTIHEXA,BHARTI HEXACOM,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6019073,23512,TARACHAND,TARA CHAND INFRA SOLN,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6020609,23518,723GS2039-GS,GOI LOAN  7.23% 2039,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6021121,23520,DCG-SM,DCG CABLES & WIRES,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
6023681,23530,TGL-ST,TEERTH GOPICON,0.0,,0.0,0.05,200,EQ,NSE,NSE,EQUITY_STOCKS
6029569,23553,AIIL,AUTHUM INVEST & INFRA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6030849,23558,734GS2064-GS,GOI LOAN  7.34% 2064,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6031105,23559,BIRDYS-SM,GRILL SPLENDOUR SER,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
6032641,23565,RBS-SM,RAMDEVBABA SOLVENT,0.0,,0.0,0.05,1600,EQ,NSE,NSE,EQUITY_STOCKS
6039041,23590,GLOSTERLTD,GLOSTER,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6044417,23611,BALUFORGE-BE,BALU FORGE INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6046977,23621,JNKINDIA,JNK INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6053633,23647,FILATFASH,FILATEX FASHIONS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6063873,23687,ANURAS-W1,ANUPAM RASAYAN INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6064385,23689,SLONE-SM,SLONE INFOSYSTEMS,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
6065409,23693,INDGN,INDEGENE,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6071553,23717,WINSOL-ST,WINSOL ENGINEERS,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
6072577,23721,REFRACTORY-ST,REFRACTORY SHAPES,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
6074625,23729,AADHARHFC,AADHAR HOUSING FINANCE L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6077185,23739,SILKFLEX-ST,SILKFLEX POLYMERS INDIA L,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
6077441,23740,TBOTEK,TBO TEK,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6078721,23745,EMMIL-SM,ENERGY MISSION MACH IND L,0.0,,0.0,0.05,250,EQ,NSE,NSE,EQUITY_STOCKS
6083585,23764,PRLIND-SM,PREMIER ROADLINES,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
6086401,23775,VERITAAS-SM,VERITAAS ADVERTISING,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
6088193,23782,MANDEEP-ST,MANDEEP AUTO INDUSTRIES L,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
6089217,23786,ABSMARINE-ST,ABS MARINE SERVICES,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
6090753,23792,IEML-ST,INDIAN EMULSIFIERS,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
6091009,23793,QUESTLAB-SM,QUEST LABORATORIES,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
6092545,23799,GODIGIT,GO DIGIT GENERAL INS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6093825,23804,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6094337,23806,ABSLPSE,BIRLASLAMC-ABSLPSE,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6099457,23826,HOACFOODS-ST,HOAC FOODS INDIA,0.0,,0.0,0.05,750,EQ,NSE,NSE,EQUITY_STOCKS
6101249,23833,RULKA-ST,RULKA ELECTRICALS,0.0,,0.0,0.05,300,EQ,NSE,NSE,EQUITY_STOCKS
6106625,23854,702GS2027-GS,GOI LOAN  7.02% 2027,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6106881,23855,MIDSMALL,MIRAEAMC - MIDSMALL,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6109185,23864,AWFIS,AWFIS SPACE SOLUTIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6116097,23891,GSMFOILS-ST,GSM FOILS,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
6121473,23912,VILAS-ST,VILAS TRANSCORE,0.0,,0.0,0.05,250,EQ,NSE,NSE,EQUITY_STOCKS
6122241,23915,LIQUIDBETF,BFAM - LIQUIDBETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6123265,23919,704GS2029-GS,GOI LOAN  7.04% 2029,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6124033,23922,BEACON-SM,BEACON TRUSTEESHIP,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
6138625,23979,ZTECH-ST,Z-TECH (INDIA),0.0,,0.0,0.05,300,EQ,NSE,NSE,EQUITY_STOCKS
6139905,23984,AIMTRON-SM,AIMTRON ELECTRONICS,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
6147585,24014,BOROSCI,BOROSIL SCIENTIFIC,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6149633,24022,TBI-ST,TBI CORN,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
6150401,24025,KRONOX,KRONOX LAB SCIENCES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6161153,24067,IXIGO,LE TRAVENUES TECHNOLOGY L,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6162433,24072,702GS2031-GS,GOI LOAN  7.02% 2031,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6172929,24113,GPECO-ST,GP ECO SOLUTIONS INDIA L,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
6173953,24117,BBNPNBETF,BARODABNP - BBNPNBETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6181121,24145,RETAIL,JHS SVENDGAARD RETAIL V L,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6183169,24153,FALCONTECH-ST,FALCON TECHNOPROJ IND,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
6183425,24154,DEEDEV,DEE DEVELOPMENT ENG,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6184705,24159,AFIL,AKME FINTRADE (INDIA),0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6185985,24164,DURLAX-SM,DURLAX TOP SURFACE,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
6188289,24173,WINNY-SM,WINNY IMMIGRA & EDU SER L,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
6191105,24184,PIIND,PI INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6192641,24190,SYMPHONY,SYMPHONY,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6194177,24196,VADILALIND,VADILAL INDUSTRIES,0.0,,0.0,0.5,1,EQ,NSE,NSE,EQUITY_STOCKS
6201601,24225,RELAXO,RELAXO FOOT,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6201857,24226,STANLEY,STANLEY LIFESTYLES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6203137,24231,OMINFRAL,OM INFRA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6206721,24245,MEDIORG-ST,MEDICAMEN ORGANICS,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
6208513,24252,SPCL-ST,SHIVALIC POWER CONTROL L,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
6211841,24265,ESTER,ESTER INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6212353,24267,SYLVANPLY-SM,SYLVAN PLYBOARD (INDIA) L,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
6214913,24277,VISAMAN-ST,VISAMAN GLOBAL SALES,0.0,,0.0,0.05,3000,EQ,NSE,NSE,EQUITY_STOCKS
6215937,24281,MASON-ST,MASON INFRATECH,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
6217985,24289,DPEL-ST,DIVINE POWER ENERGY,0.0,,0.0,0.05,1500,EQ,NSE,NSE,EQUITY_STOCKS
6218241,24290,PCCL-SM,PETRO CARBON AND CHEMI L,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
6218753,24292,VSTTILLERS,VST TILLERS TRACTORS,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6220289,24298,NXT-INFRA-IV,NXT-INFRA TRUST,0.0,,0.0,0.01,25000,EQ,NSE,NSE,EQUITY_STOCKS
6221825,24304,AKIKO-SM,AKIKO GLOBAL SERVICES L,0.0,,0.0,0.05,1600,EQ,NSE,NSE,EQUITY_STOCKS
6222849,24308,ABDL,ALLIED BLEND N DISTILS L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6224129,24313,DTL-SM,DIENSTEN TECH,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
6226177,24321,VRAJ,VRAJ IRON AND STEEL,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6233601,24350,NEPHROCARE-SM,NEPHRO CARE INDIA,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
6237697,24366,SBISILVER,SBIAMC - SBISILVER,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6239745,24374,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6240769,24378,RELIABLE,RELIABLE DATA SERVICE,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6242817,24386,BANSALWIRE,BANSAL WIRE INDUSTRIES L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6243585,24389,KARMAENG-BE,KARMA ENERGY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6245121,24395,DELPHIFX-BE,DELPHI WORLD MONEY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6245889,24398,EMCURE,EMCURE PHARMACEUTICALS L,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6247169,24403,ASHIANA,ASHIANA HOUSING,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6247425,24404,ABGSEC,BIRLASLAMC - ABGSEC,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6248705,24409,DHANUKA,DHANUKA AGRITECH,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6250241,24415,AMBEY-SM,AMBEY LABORATORIES,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
6256129,24438,EFFWA-ST,EFFWA INFRA & RESEARCH L,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
6256385,24439,GGBL-SM,GANESH GREEN BHARAT,0.0,,0.0,0.05,300,EQ,NSE,NSE,EQUITY_STOCKS
6257921,24445,AGIIL,AGI INFRA,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
6262017,24461,EVINDIA,MIRAEAMC - EVINDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6267137,24481,SAHAJSOLAR-ST,SAHAJ SOLAR,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
6273793,24507,SATIPOLY-ST,SATI POLY PLAST,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
6274817,24511,PRIZOR-ST,PRIZOR VIZTECH,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
6277121,24520,TUNWAL-SM,TUNWAL E-MOTORS,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
6278145,24524,SBINEQWETF,SBIAMC - SBINEQWETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6279169,24528,KATARIA-SM,KATARIA INDUSTRIES,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
6280193,24532,FILATEX,FILATEX INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6280449,24533,OILIETF,ICICIPRAMC - OILIETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6281729,24538,MAITHANALL,MAITHAN ALLOYS,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
6283521,24545,MACOBSTECH-SM,MACOBS TECHNOLOGIES,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
6290945,24574,364D240725-TB,GOI TBILL 364D-24/07/25,0.0,,0.0,0.01,100,EQ,NSE,NSE,EQUITY_STOCKS
6292993,24582,SANSTAR,SANSTAR,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6294785,24589,RNFI-SM,RNFI SERVICES,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
6296321,24595,RUSHIL,RUSHIL DECOR,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6298113,24602,RELTD-BE,RAVINDRA ENERGY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6299137,24606,VLINFRA-SM,V.L.INFRAPROJECTS,0.0,,0.0,0.05,1500,EQ,NSE,NSE,EQUITY_STOCKS
6300161,24610,AVANTEL,AVANTEL,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
6304001,24625,CHETANA-SM,CHETANA EDUCATION,0.0,,0.0,0.05,1600,EQ,NSE,NSE,EQUITY_STOCKS
6305793,24632,MIEL-ST,MANGLAM INFRA & ENG,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
6308097,24641,APRAMEYA-ST,APRAMEYA ENGINEERING,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
6309121,24645,TROM-ST,TROM INDUSTRIES,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
